title,description,endDate,yesPrice,noPrice
Will Trump pardon Diddy in his first 100 days?,"This market will resolve to ""Yes"" if Sean John Combs (Diddy), receives a presidential pardon, commutation, or reprieve from Donald Trump by April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

If it becomes impossible for Trump issue a federal pardon, commutation, or reprieve within this market's timeframe, it may immediately resolve to ""No"".

The primary resolution source for whether Combs is pardoned or not will be official information from the US government, however a consensus of credible reporting will also be used.
",2025-04-29T12:00:00Z,0.0015,0.9985
Will Trump pardon SBF in his first 100 days?,"This market will resolve to ""Yes"" if Sam Bankman-Fried, receives a presidential pardon, commutation, or reprieve from Donald Trump by April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

If it becomes impossible for Trump issue a federal pardon, commutation, or reprieve within this market's timeframe, it may immediately resolve to ""No"".

The primary resolution source for whether Sam Bankman-Fried is pardoned or not will be official information from the US government, however a consensus of credible reporting will also be used.
",2025-04-29T12:00:00Z,0.0045,0.9955
Will Trump pardon Hunter Biden in his first 100 days?,"This market will resolve to ""Yes"" if Hunter Biden receives a presidential pardon, commutation, or reprieve from Donald Trump by April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

If it becomes impossible for Trump issue a federal pardon, commutation, or reprieve within this market's timeframe, it may immediately resolve to ""No"".

The primary resolution source for whether Hunter Biden is pardoned or not will be official information from the US government, however a consensus of credible reporting will also be used.
",2025-04-29T12:00:00Z,0.0015,0.9985
Will Trump pardon Young Thug in his first 100 days?,"This market will resolve to ""Yes"" if Jeffery Lamar Williams Jr., aka Young Thug, receives a presidential pardon, commutation, or reprieve from Donald Trump by April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

If it becomes impossible for Trump issue a federal pardon, commutation, or reprieve within this market's timeframe, it may immediately resolve to ""No"".

The primary resolution source for whether Young Thug is pardoned or not will be official information from the US government, however a consensus of credible reporting will also be used.
",2025-04-29T12:00:00Z,0.006,0.994
Will Trump pardon himself in his first 100 days?,"This market will resolve to ""Yes"" if Donald Trump receives a presidential pardon, commutation, or reprieve from Donald Trump by April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

If it becomes impossible for Trump issue a federal pardon, commutation, or reprieve within this market's timeframe, it may immediately resolve to ""No"".

The primary resolution source for whether Donald Trump is pardoned or not will be official information from the US government, however a consensus of credible reporting will also be used.
",2025-04-29T12:00:00Z,0.002,0.998
Will Trump pardon Steve Bannon in his first 100 days?,"This market will resolve to ""Yes"" if Steve Bannon receives a presidential pardon, commutation, or reprieve from Donald Trump by April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

If it becomes impossible for Trump issue a federal pardon, commutation, or reprieve within this market's timeframe, it may immediately resolve to ""No"".

The primary resolution source for whether Steve Bannon is pardoned or not will be official information from the US government, however a consensus of credible reporting will also be used.
",2025-04-29T12:00:00Z,0.0045,0.9955
Will Trump pardon Edward Snowden in his first 100 days?,"This market will resolve to ""Yes"" if Edward Snowden receives a presidential pardon, commutation, or reprieve from Donald Trump by April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

If it becomes impossible for Trump issue a federal pardon, commutation, or reprieve within this market's timeframe, it may immediately resolve to ""No"".

The primary resolution source for whether Edward Snowden is pardoned or not will be official information from the US government, however a consensus of credible reporting will also be used.
",2025-04-29T12:00:00Z,0.006,0.994
Will Trump pardon Julian Assange in his first 100 days?,"This market will resolve to ""Yes"" if Julian Assange receives a presidential pardon, commutation, or reprieve from Donald Trump by April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

If it becomes impossible for Trump issue a federal pardon, commutation, or reprieve within this market's timeframe, it may immediately resolve to ""No"".

The primary resolution source for whether Julian Assange is pardoned or not will be official information from the US government, however a consensus of credible reporting will also be used.
",2025-04-29T12:00:00Z,0.0055,0.9945
Will Trump end Department of Education in first 100 days?,"This market will resolve to ""Yes"" if the US Department of Education ceases operations entirely, including the termination of all federal educational programs managed by the department, by April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

If the US Department of Education is merged with another agency, resulting in a consolidated department with a shared administrative structure which is no longer titled the Department of Education it will count as a ""Yes"" resolution. 

If it becomes impossible for Trump to sign legislation/perform executive actions (e.g. he resigns), this market will resolve to ""No"".

The primary resolution source for this market will be official information from the US government, however a consensus of credible reporting will also be used.",2025-04-29T12:00:00Z,0.003,0.997
Will Trump create Bitcoin reserve in first 100 days?,"This market will resolve to ""Yes"" if the US government holds any amount of Bitcoin in its reserves at any point between January 20, 2025, ET and  April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

Note that the US government confiscating Bitcoin does not count as holding Bitcoin reserves.

The primary resolution source for this market will be official information from the US government and/or the US federal reserve, however a consensus of credible reporting will also be used.",2025-04-29T12:00:00Z,0.085,0.915
Will Trump jail Hillary Clinton?,"This market will resolve to ""Yes"" if Hillary Clinton serves any time in custody in a federal, state, or local U.S. jail or prison between January 20 (inclusive) and June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

The primary resolution source for this market will be official information from the U.S. Government, however a consensus of credible reporting may also be used.",2025-06-30T12:00:00Z,0.0095,0.9905
Will Trump pardon Eric Adams in his first 100 days?,"This market will resolve to ""Yes"" if Eric Adams receives a presidential pardon, commutation, or reprieve from Donald Trump by April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

If it becomes impossible for Trump issue a federal pardon, commutation, or reprieve within this market's timeframe, it may immediately resolve to ""No"".

The primary resolution source for whether Eric Adams is pardoned or not will be official information from the US government, however a consensus of credible reporting will also be used.
",2025-04-29T12:00:00Z,0.0035,0.9965
Will Trump remove Jerome Powell in first 100 days?,"This market will resolve to “Yes” if Jerome Powell ceases to be the Chair of the U.S. Federal Reserve for any period of time between January 20, 2025 ET (inclusive) and April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to “No”.

The resolution source for this market will be information from the U.S. Government however a consensus of credible reporting will also suffice.
",2025-04-29T12:00:00Z,0.004,0.996
Will the GOP use 'Nuclear Option' to break filibuster?,"This market will resolve to ""Yes"" if the US. Senate passes a motion to invoke cloture and end debate on any part of the legislative process, with such cloture motion receiving Yea votes from fewer than three-fifths of the Senators by June 30, 2025, 11:59 PM. Otherwise, this market will resolve ""No"".

The resolution source for this market will be official information from the U.S. government.",2025-06-30T12:00:00Z,0.0605,0.9395
Trump declassifies Diddy list?,"This market will resolve to ""Yes"" if the Trump Administration (including any federal court) publicly releases any previously classified, sealed or unreleased files pertaining to the illegal activities of Sean John Combs which contain names of Diddy's associates by April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

Announcements of declassifications or releases that are not implemented within this market's timeframe will not qualify.

The primary resolution source for this market will be official information from the government of the United States, however a consensus of credible reporting will also be used.

",2025-04-29T12:00:00Z,0.009,0.991
Trump Admin recommends removing fluoride from water?,"This market will resolve to ""Yes"" if,  the U.S. Public Health Service officially withdraws or ends its recommendation for adding fluoride to U.S. drinking water, or if the recommended fluoride level is changed to 0.0 mg/L between January 20, and April 29, 2025 11:59 PM ET (see: https://www.cdc.gov/fluoridation/about/community-water-fluoridation-recommendations.html). 

If responsibility for directives on fluoride is transferred from the U.S. Public Health Service to another federal agency, any qualifying announcement from that new agency will qualify.

The resolution source will be official information from the U.S. Government. ",2025-04-29T12:00:00Z,0.0255,0.9745
Will Chelsea finish in the top 4 of the EPL?,"This market will resolve to “Yes” if Chelsea finishes in the top 4 of the 2024-25 Premier League season. Otherwise, the market will resolve to “No.”

If it becomes mathematically certain that Chelsea will finish in the top 4, this market will immediately resolve to “Yes.” Likewise, if it becomes mathematically impossible for Chelsea to finish in the top 4, this market will immediately resolve to “No.” Potential retroactive points deductions past these points will have no bearing on this market’s resolution.
",2025-05-25T12:00:00Z,0.255,0.745
Will Manchester City finish in the top 4 of the EPL?,"This market will resolve to “Yes” if Manchester City finishes in the top 4 of the 2024-25 Premier League season. Otherwise, the market will resolve to “No.”

If it becomes mathematically certain that Manchester City  will finish in the top 4, this market will immediately resolve to “Yes.” Likewise, if it becomes mathematically impossible for Manchester City to finish in the top 4, this market will immediately resolve to “No.” Potential retroactive points deductions past these points will have no bearing on this market’s resolution.",2025-05-25T12:00:00Z,0.78,0.22
Google forced to sell Chrome?,"This market will resolve to ""Yes"" if Alphabet/Google formally announces or is legally compelled to divest or sell its Chrome browser, either partially or entirely, due to regulatory or legal action by May 31, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

This market will resolve based on the first such announcement by Alphabet/Google or the US Courts that Google will need to sell the Chrome browser to another entity, regardless of whether that decision is subsequently challenged or whether that sale actually takes place.

If the US Department of Justice announces they are dropping all ongoing antitrust actions against Alphabet/Google, this market may immediately resolve to ""No"".

The primary resolution source for this market will be official information from Alphabet/Google and/or the US courts, however a consensus of credible reporting will also be used.",2025-05-31T12:00:00Z,0.0505,0.9495
Will Kenny Atkinson win NBA Coach of the Year?,"This market will resolve to “Yes” if Kenny Atkinson wins the NBA Coach of the Year award for the 2024-2025 NBA season. Otherwise, this market will resolve to “No”.

The primary resolution source for this market is official information from the NBA.",2025-04-28T12:00:00Z,0.704,0.296
Will Ime Udoka win NBA Coach of the Year?,"This market will resolve to “Yes” if Ime Udoka wins the NBA Coach of the Year award for the 2024-2025 NBA season. Otherwise, this market will resolve to “No”.

The primary resolution source for this market is official information from the NBA.",2025-04-28T12:00:00Z,0.038,0.962
Will Trump pardon Matt Gaetz in his first 100 days?,"This market will resolve to ""Yes"" if  Matt Gaetz receives a presidential pardon, commutation, or reprieve from Donald Trump by April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

If it becomes impossible for Trump issue a federal pardon, commutation, or reprieve within this market's timeframe, it may immediately resolve to ""No"".

The primary resolution source for whether  Matt Gaetz is pardoned or not will be official information from the US government, however a consensus of credible reporting will also be used.
",2025-04-29T12:00:00Z,0.0025,0.9975
Will ICC withdraw its arrest warrant against Netanyahu before July?,"This market will resolve to ""Yes"" if the International Criminal Court (ICC) officially announces the withdrawal of its arrest warrant against Benjamin Netanyahu by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

The primary resolution source for this market will be official information from the ICC, however a consensus of credible reporting will also be used.

",2025-06-30T12:00:00Z,0.0295,0.9705
US congress stock trading ban in Trump's first 100 days?,"This market will resolve to ""Yes"" if any bill with the effect of banning sitting members of the US congress from trading stocks is signed into law by April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

The primary resolution source for this market will be official information from the US federal government, however a consensus of credible reporting will also be used.",2025-04-29T12:00:00Z,0.0035,0.9965
Will Zaccharie Risacher win NBA Rookie of the Year?,"This market will resolve to “Yes” if Zaccharie Risacher wins the NBA Rookie of the Year award for the 2024-2025 NBA season. Otherwise, this market will resolve to “No”.

The primary resolution source for this market is official information from the NBA.",2025-05-05T12:00:00Z,0.0055,0.9945
Will Stephon Castle win NBA Rookie of the Year?,"This market will resolve to “Yes” if Stephon Castle wins the NBA Rookie of the Year award for the 2024-2025 NBA season. Otherwise, this market will resolve to “No”.

The primary resolution source for this market is official information from the NBA.",2025-05-05T12:00:00Z,0.991,0.009
Will Jaylen Wells win NBA Rookie of the Year?,"This market will resolve to “Yes” if Jaylen Wells wins the NBA Rookie of the Year award for the 2024-2025 NBA season. Otherwise, this market will resolve to “No”.

The primary resolution source for this market is official information from the NBA.",2025-05-05T12:00:00Z,0.0005,0.9995
Will 3+ Trump cabinet picks fail to get appointed?,"On November 21, 2024, Matt Gaetz announced that he would be withdrawing himself from consideration for the position of Attorney General after having previously been announced as Trump’s nominee.

This market will resolve to ""Yes"" if at least three individuals (including Gaetz) picked by Donald Trump for cabinet-level positions requiring Senate confirmation are withdrawn (failing a Senate confirmation vote will not alone qualify). Otherwise, this market will resolve to “No”.

A Cabinet position is defined as any of the heads of the 15 executive departments or a role formally designated as Cabinet-level by the President. Advisory roles will not qualify for this market.

Any individual who Trump has announced an intention to nominate will be considered. Similarly, announcements from the nominee, Trump or one of his representatives that the nominee will be withdrawn will qualify for this market.

A candidate who fails a senate confirmation vote will not be considered to have been withdrawn until their withdrawal has been announced or another candidate has been named instead. For example, if Hegseth fails a confirmation vote, but is later appointed through a recess appointment, this would not count as Hegseth withdrawing. However, if Hegseth were to fail a confirmation vote and then was withdrawn and replaced with another nominee, this would qualify as Hegseth withdrawing. 

If a candidate has not officially assumed the role they were nominated for by June 30, 2025, 11:59 PM ET, they will be considered to have been withdrawn. 

This market will resolve to ""No"" as soon as all relevant positions are filled without meeting the conditions for a ""Yes"" resolution.

The resolution source for this market will be a consensus of credible reporting. ",2025-06-30T12:00:00Z,0.2115,0.7885
Will Karol Nawrocki be the next President of Poland?,"Presidential elections will be held in Poland in May, 2025. If no candidate receives a majority in the first round, a second round will be held.

This market will resolve to ""Yes"" if Karol Nawrocki wins this election. Otherwise, this market will resolve to ""No"".

This market includes any potential second round. If the result of this election isn't known by July 31, 2025, 11:59 PM ET, the market will resolve to ""No"".

This market will resolve solely based off the first official announcement of the winner of the election from the Polish government, specifically the National Electoral Commission (Państwowa Komisja Wyborcza, PKW) (https://www.pkw.gov.pl/).
",2025-05-18T12:00:00Z,0.26,0.74
Will Rafał Trzaskowski be the next President of Poland?,"Presidential elections will be held in Poland in May, 2025. If no candidate receives a majority in the first round, a second round will be held.

This market will resolve to ""Yes"" if Rafał Trzaskowski wins this election. Otherwise, this market will resolve to ""No"".

This market includes any potential second round. If the result of this election isn't known by July 31, 2025, 11:59 PM ET, the market will resolve to ""No"".

This market will resolve solely based off the first official announcement of the winner of the election from the Polish government, specifically the National Electoral Commission (Państwowa Komisja Wyborcza, PKW) (https://www.pkw.gov.pl/).
",2025-05-18T12:00:00Z,0.69,0.31
Will Szymon Hołownia be the next President of Poland?,"Presidential elections will be held in Poland in May, 2025. If no candidate receives a majority in the first round, a second round will be held.

This market will resolve to ""Yes"" if Szymon Hołownia wins this election. Otherwise, this market will resolve to ""No"".

This market includes any potential second round. If the result of this election isn't known by July 31, 2025, 11:59 PM ET, the market will resolve to ""No"".

This market will resolve solely based off the first official announcement of the winner of the election from the Polish government, specifically the National Electoral Commission (Państwowa Komisja Wyborcza, PKW) (https://www.pkw.gov.pl/).
",2025-05-18T12:00:00Z,0.0015,0.9985
Will Sławomir Mentzen be the next President of Poland?,"Presidential elections will be held in Poland in May, 2025. If no candidate receives a majority in the first round, a second round will be held.

This market will resolve to ""Yes"" if Sławomir Mentzen wins this election. Otherwise, this market will resolve to ""No"".

This market includes any potential second round. If the result of this election isn't known by July 31, 2025, 11:59 PM ET, the market will resolve to ""No"".

This market will resolve solely based off the first official announcement of the winner of the election from the Polish government, specifically the National Electoral Commission (Państwowa Komisja Wyborcza, PKW) (https://www.pkw.gov.pl/).
",2025-05-18T12:00:00Z,0.0515,0.9485
Will Marek Jakubiak be the next President of Poland?,"Presidential elections will be held in Poland in May, 2025. If no candidate receives a majority in the first round, a second round will be held.

This market will resolve to ""Yes"" if Marek Jakubiak wins this election. Otherwise, this market will resolve to ""No"".

This market includes any potential second round. If the result of this election isn't known by July 31, 2025, 11:59 PM ET, the market will resolve to ""No"".

This market will resolve solely based off the first official announcement of the winner of the election from the Polish government, specifically the National Electoral Commission (Państwowa Komisja Wyborcza, PKW) (https://www.pkw.gov.pl/).
",2025-05-18T12:00:00Z,0.0005,0.9995
Will Waldemar Witkowski be the next President of Poland?,"Presidential elections will be held in Poland in May, 2025. If no candidate receives a majority in the first round, a second round will be held.

This market will resolve to ""Yes"" if Waldemar Witkowski wins this election. Otherwise, this market will resolve to ""No"".

This market includes any potential second round. If the result of this election isn't known by July 31, 2025, 11:59 PM ET, the market will resolve to ""No"".

This market will resolve solely based off the first official announcement of the winner of the election from the Polish government, specifically the National Electoral Commission (Państwowa Komisja Wyborcza, PKW) (https://www.pkw.gov.pl/).
",2025-05-18T12:00:00Z,0.0005,0.9995
Will Romuald Starosielec be the next President of Poland?,"Presidential elections will be held in Poland in May, 2025. If no candidate receives a majority in the first round, a second round will be held.

This market will resolve to ""Yes"" if Romuald Starosielec wins this election. Otherwise, this market will resolve to ""No"".

This market includes any potential second round. If the result of this election isn't known by July 31, 2025, 11:59 PM ET, the market will resolve to ""No"".

This market will resolve solely based off the first official announcement of the winner of the election from the Polish government, specifically the National Electoral Commission (Państwowa Komisja Wyborcza, PKW) (https://www.pkw.gov.pl/).
",2025-05-18T12:00:00Z,0.0005,0.9995
Will Agnieszka Dziemianowicz-Bąk be the next President of Poland?,"Presidential elections will be held in Poland in May, 2025. If no candidate receives a majority in the first round, a second round will be held.

This market will resolve to ""Yes"" if Agnieszka Dziemianowicz-Bąk wins this election. Otherwise, this market will resolve to ""No"".

This market includes any potential second round. If the result of this election isn't known by July 31, 2025, 11:59 PM ET, the market will resolve to ""No"".

This market will resolve solely based off the first official announcement of the winner of the election from the Polish government, specifically the National Electoral Commission (Państwowa Komisja Wyborcza, PKW) (https://www.pkw.gov.pl/).
",2025-05-18T12:00:00Z,0.0005,0.9995
Will Krzysztof Stanowski be the next President of Poland?,"Presidential elections will be held in Poland in May, 2025. If no candidate receives a majority in the first round, a second round will be held.

This market will resolve to ""Yes"" if Krzysztof Stanowski wins this election. Otherwise, this market will resolve to ""No"".

This market includes any potential second round. If the result of this election isn't known by July 31, 2025, 11:59 PM ET, the market will resolve to ""No"".

This market will resolve solely based off the first official announcement of the winner of the election from the Polish government, specifically the National Electoral Commission (Państwowa Komisja Wyborcza, PKW) (https://www.pkw.gov.pl/).
",2025-05-18T12:00:00Z,0.0005,0.9995
Will Grzegorz Braun be the next President of Poland?,"Presidential elections will be held in Poland in May, 2025. If no candidate receives a majority in the first round, a second round will be held.

This market will resolve to ""Yes"" if Grzegorz Braun wins this election. Otherwise, this market will resolve to ""No"".

This market includes any potential second round. If the result of this election isn't known by July 31, 2025, 11:59 PM ET, the market will resolve to ""No"".

This market will resolve solely based off the first official announcement of the winner of the election from the Polish government, specifically the National Electoral Commission (Państwowa Komisja Wyborcza, PKW) (https://www.pkw.gov.pl/).
",2025-05-18T12:00:00Z,0.0025,0.9975
Will Magdalena Biejat be the next President of Poland?,"Presidential elections will be held in Poland in May, 2025. If no candidate receives a majority in the first round, a second round will be held.

This market will resolve to ""Yes"" if Magdalena Biejat wins this election. Otherwise, this market will resolve to ""No"".

This market includes any potential second round. If the result of this election isn't known by July 31, 2025, 11:59 PM ET, the market will resolve to ""No"".

This market will resolve solely based off the first official announcement of the winner of the election from the Polish government, specifically the National Electoral Commission (Państwowa Komisja Wyborcza, PKW) (https://www.pkw.gov.pl/).
",2025-05-18T12:00:00Z,0.0005,0.9995
Will Adrian Zandberg be the next President of Poland?,"Presidential elections will be held in Poland in May, 2025. If no candidate receives a majority in the first round, a second round will be held.

This market will resolve to ""Yes"" if Adrian Zandberg wins this election. Otherwise, this market will resolve to ""No"".

This market includes any potential second round. If the result of this election isn't known by July 31, 2025, 11:59 PM ET, the market will resolve to ""No"".

This market will resolve solely based off the first official announcement of the winner of the election from the Polish government, specifically the National Electoral Commission (Państwowa Komisja Wyborcza, PKW) (https://www.pkw.gov.pl/).
",2025-05-18T12:00:00Z,0.0015,0.9985
Will Dyson Daniels win 2024-25 NBA Most Improved?,"This market will resolve to “Yes” if Dyson Daniels is awarded the 2024-25 NBA Most Improved Player of the Year Award. Otherwise, this market will resolve to “No”.

If Dyson Daniels is not announced as a finalist for the 2024-25 NBA Most Improved Player of the Year Award, this market will immediately resolve to “No”.

The primary resolution source for this market will be official information from the NBA. However, a consensus of credible reporting may also be used.",2025-05-31T12:00:00Z,0.8975,0.1025
Will Cade Cunningham win 2024-25 NBA Most Improved?,"This market will resolve to “Yes” if Cade Cunningham is awarded the 2024-25 NBA Most Improved Player of the Year Award. Otherwise, this market will resolve to “No”.

If Cade Cunningham is not announced as a finalist for the 2024-25 NBA Most Improved Player of the Year Award, this market will immediately resolve to “No”.

The primary resolution source for this market will be official information from the NBA. However, a consensus of credible reporting may also be used.",2025-05-31T12:00:00Z,0.013,0.987
Will Ivica Zubac win 2024-25 NBA Most Improved?,"This market will resolve to “Yes” if Ivica Zubac is awarded the 2024-25 NBA Most Improved Player of the Year Award. Otherwise, this market will resolve to “No”.

If Ivica Zubac is not announced as a finalist for the 2024-25 NBA Most Improved Player of the Year Award, this market will immediately resolve to “No”.

The primary resolution source for this market will be official information from the NBA. However, a consensus of credible reporting may also be used.",2025-05-31T12:00:00Z,0.0935,0.9065
Will MicroStrategy announce bankruptcy by May 31?,"This market will resolve to ""Yes"" if MicroStrategy announces that it will file for bankruptcy or has filed for bankruptcy of any variety by May 31, 2025, 11:59 PM ET.

An announcement will suffice for a ""Yes"" resolution, regardless of if or when the actual filing occurs.

The announcement must be made through any of their official or verified channels, as a recorded or written statement by their CEO, legal representation, or other individual or team which officially represents MicroStrategy.

A definitive consensus of credible reporting may also be used.",2025-05-31T12:00:00Z,0.0075,0.9925
Will Arsenal finish in the top 4 of the EPL?,"This market will resolve to “Yes” if Arsenal finishes in the top 4 of the 2024-25 Premier League season. Otherwise, the market will resolve to “No.”

If it becomes mathematically certain that Arsenal will finish in the top 4, this market will immediately resolve to “Yes.” Likewise, if it becomes mathematically impossible for Arsenal to finish in the top 4, this market will immediately resolve to “No.” Potential retroactive points deductions past these points will have no bearing on this market’s resolution.",2025-05-25T12:00:00Z,0.9885,0.0115
Will a nuclear weapon detonate by June 30?,"This market will resolve to ""Yes"" if a nuclear weapon is detonated anywhere in the world between Dec 1, 2024 and June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

For the purpose of this market's resolution, any detonation of a nuclear weapon anywhere on the planet Earth will be sufficient to trigger a ""Yes"" resolution. This includes offensive usages, nuclear tests, and accidental detonations.

Use/launch of a nuclear weapon that fails to detonate, a fake weapon that never detonates, or a dirty bomb that distributes radioactive material by means of a conventional explosion are not sufficient to trigger a ""Yes"" resolution of this market. Only a successful nuclear detonation will result in a ""Yes"" resolution.

This market may resolve to ""Yes"" as soon as a nuclear detonation is confirmed by a preponderance of credible reporting.

For the purpose of this market's resolution, determination as to whether a detonation was nuclear will be made by a preponderance of credible reporting.",2025-06-30T12:00:00Z,0.0535,0.9465
Khamenei out as Supreme Leader of Iran by June 30?,"This market will resolve to ""Yes"" if Ali Khamenei ceases to be Supreme Leader of Iran of for any length of time between December 2, 2024, and June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

If Khamenei ceases to be Supreme Leader of Iran for any length of time within this market's timeframe, this market will immediately resolve to ""Yes"". This market will not resolve to ""No"" until its timeframe expires and Khamenei has remained Supreme Leader for the entire duration without interruption.

The primary resolution source for this market will be official information released by the government of Iran, however, a consensus of credible reporting may be used.",2025-06-30T12:00:00Z,0.09,0.91
Will GPT-5 be released by June 30?,"This market will resolve to ""Yes"" if OpenAI's GPT-5 model is made available to the general public by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No.""

For this market to resolve to ""Yes,"" GPT-5 must be launched and publicly accessible, including via open beta or open rolling waitlist signups. A closed beta or any form of private access will not suffice. The release must be clearly defined and publicly announced by OpenAI as being accessible to the general public.

GPT-5 refers to a product explicitly named GPT-5 (e.g. ChatGPT-5o would count) or one that is recognized as a successor to GPT-4, similar to the progression from GPT-3 to GPT-4. Products labeled as GPT-4.5 or similar will not count for this market's resolution.

The primary resolution source for this market will be official information from OpenAI, with additional verification from a consensus of credible reporting.",2025-06-30T12:00:00Z,0.265,0.735
Will Trump eliminate daylight saving time in first 100 days?,"This market will resolve to ""Yes"" if Donald Trump signs any federal legislation or performs any executive action that has the effect of eliminating time changes (currently biannual) associated with Daylight Saving Time in the United States by April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

The legislation or action does not need to be binding or enforced in all states for this market to resolve to ""Yes."" 

Any bill signed into law or executive action taken within this market's time frame will qualify, regardless of when the law or action goes into effect.",2025-04-29T12:00:00Z,0.003,0.997
Will Trump pardon Daniel Penny in his first 100 days?,"This market will resolve to ""Yes"" if Daniel Penny receives a presidential pardon, commutation, or reprieve from Donald Trump by April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

If it becomes impossible for Trump issue a federal pardon, commutation, or reprieve within this market's timeframe, it may immediately resolve to ""No"".

The primary resolution source for whether Daniel Penny is pardoned or not will be official information from the US government, however a consensus of credible reporting will also be used.
",2025-04-29T12:00:00Z,0.0025,0.9975
Will Trump pardon Roger Ver in his first 100 days?,"This market will resolve to ""Yes"" if Roger Ver receives a presidential pardon, commutation, or reprieve from Donald Trump by April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

If it becomes impossible for Trump issue a federal pardon, commutation, or reprieve within this market's timeframe, it may immediately resolve to ""No"".

The primary resolution source for whether Roger Ver is pardoned or not will be official information from the US government, however a consensus of credible reporting will also be used.
",2025-04-29T12:00:00Z,0.004,0.996
Georgescu banned from Romania election?,"This market will resolve to ""Yes"" if Calin Georgescu is banned from participating in the First Round of 2024 Romanian presidential election. Otherwise, this market will resolve to ""No.""

The determination will be based on whether Georgescu is legally prohibited from being a candidate when the First Round of 2024 Romanian presidential election takes place. If a ban is announced, this market will remain open until the first round of the election, in order to allow for any reversals of the ban.

Any changes to Georgescu’s eligibility after the first round of voting will not be considered.

If Georgescu decides not to participate, without having been formally banned, it will not be considered for this market - he must be legally prohibited for this market to resolve to “Yes”.

If the first round of the Romanian presidential election does not begin by June 30, 2025, 11:59 PM ET, this market will resolve to ""No.""

The resolution source will be official announcements from the government of Romania (including courts or election authorities) or a consensus of credible reporting.
",2025-06-30T12:00:00Z,0.973,0.027
New pandemic before July?,"This market will resolve to ""Yes"" if the World Health Organization (WHO) declares any disease a pandemic between December 9, 2024 and June 30, 2025 11:59 PM ET. Otherwise, this market will resolve to ""No"".

The resolution source will be official announcements from the World Health Organization.",2025-06-30T12:00:00Z,0.023,0.977
Will it be confirmed that Luigi Mangione used psychedelics?,"Due to Luigi Mangione's Goodreads account and x.com presence, it has been suggested that psychedelic use contributed to his mental instability. (https://edition.cnn.com/2024/12/09/us/luigi-mangione-what-we-know-monday/index.html)

This market will resolve to ""Yes"" if it is confirmed by April 30, 2025, 11:59 PM ET that Luigi Mangione, the suspect in the shooting of UnitedHealthcare CEO Brian Thompson, took psychedelics/hallucinogens one or more times. Otherwise, this market will resolve to ""No"".

The resolution source for this market will be official statements from Mangione, his legal representation, and information released by law enforcement, however a consensus of credible reporting may also be used. Credible reporting consists of outlets such as NYtimes, AP News, etc.
",2025-04-30T12:00:00Z,0.013,0.987
Fact Check: Was the money planted on Luigi Mangione?,"When Luigi Mangione, the suspect in the shooting of UnitedHealthcare CEO Brian Thompson, was detained by the police, ~$8,000 in cash was found on him. In a court appearance, Luigi claimed that money was planted.

This market will resolve to ""Yes"" if it is confirmed that money was planted on Luigi Mangione by another individual or agency by April 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

The resolution source for this market will be official statements from Mangione, his legal representation, and information released by law enforcement, however a consensus of credible reporting may also be used.",2025-04-30T12:00:00Z,0.0105,0.9895
Fact Check: Is Luigi Mangione gay?,"This market will resolve to ""Yes"" if it is confirmed that Luigi Mangione is gay or bisexual by April 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

The resolution source for this market will be official statements from Mangione, his legal representation, and information released by law enforcement, however a consensus of credible reporting may also be used.
",2025-04-30T12:00:00Z,0.033,0.967
